"","Feature","Gain","Cover","Frequency","Importance","norm_importance"
"96","VAR-2.D.4",0.00139618736401158,0.000170328570459594,0.00368324125230203,0.00139618736401158,0.379064869329143
"97","CON-2.C.4",0.0013299413745045,0.00963732655509716,0.00552486187845304,0.0013299413745045,0.240719388785314
"98","VAR-1.E.12.D",0.00132643663366832,0.00654425899583946,0.00368324125230203,0.00132643663366832,0.360127546040948
"99","MOD-3.B.5",0.00132016551385375,0.00328767665411866,0.00368324125230203,0.00132016551385375,0.358424937011293
"100","MOD-2.E.2",0.00128274442866507,0.00316924649741476,0.00368324125230203,0.00128274442866507,0.348265112382566
"101","MOD-2.G.3",0.00128229768276795,0.0000642039955427965,0.00184162062615101,0.00128229768276795,0.696287641742995
"102","MOD-3.B.4",0.00119194590139582,0.00325937787978306,0.00552486187845304,0.00119194590139582,0.215742208152643
"103","VAR-1.B.2",0.00117349275492322,0.00646220262533024,0.00920810313075507,0.00117349275492322,0.127441313184662
"104","MOD-3.B.10",0.00113024226117413,0.0000718035903189559,0.00736648250460405,0.00113024226117413,0.153430386954388
"105","CON-2.L.1",0.0011232886325722,0.00005766795482459,0.00184162062615101,0.0011232886325722,0.609945727486703
"106","VAR-1.E.12.F",0.0011204095247911,0.000018954232822322,0.00184162062615101,0.0011204095247911,0.608382371961568
"107","CON-2.F.1.C",0.00105692692494315,0.00648363609676839,0.00368324125230203,0.00105692692494315,0.286955660122064
"108","CON-2.K.2",0.000955773867746998,0.00644670479253052,0.00368324125230203,0.000955773867746998,0.25949260509331
"109","CON-2.E.4",0.000947142365709643,0.00644958845818284,0.00368324125230203,0.000947142365709643,0.257149152290168
"110","CON-1.A.1",0.000899168747526086,0.00306845471553217,0.00552486187845304,0.000899168747526086,0.162749543302221
"111","MOD-1.C.2",0.000881143231040595,0.00307657718070898,0.00184162062615101,0.000881143231040595,0.478460774455043
"112","CON-1.D.3.A",0.000785262310361325,0.00640553027339959,0.00368324125230203,0.000785262310361325,0.2131987172631
"113","CON-2.C.5",0.000776267291368412,0.00643118872643631,0.00368324125230203,0.000776267291368412,0.210756569606524
"114","VAR-2.A.4.A",0.000770894461992171,0.000127487881774169,0.00368324125230203,0.000770894461992171,0.209297846430874
"115","CON-1.G.1",0.000754972718270686,0.00641414573880829,0.00552486187845304,0.000754972718270686,0.136650062006994
"116","VAR-1.E.12.G",0.00072552375422313,0.0030203751542722,0.00184162062615101,0.00072552375422313,0.39395939854316
"117","CON-1.F.2",0.00071871400627727,0.0000278663143393189,0.00184162062615101,0.00071871400627727,0.390261705408557
"118","MOD-3.B.1",0.000659331887127958,0.0000241385589185076,0.00184162062615101,0.000659331887127958,0.358017214710481
"119","MOD-1.C.5",0.000547952722733748,0.0030104833582489,0.00184162062615101,0.000547952722733748,0.297538328444425
"120","MOD-2.G.2",0.000530040525048188,0.0031705913197638,0.00184162062615101,0.000530040525048188,0.287812005101166
"121","VAR-2.F.3",0.000405613768736916,0.00322259220814096,0.00184162062615101,0.000405613768736916,0.220248276424146
"122","MOD-2.C.1",0.00040511018644066,0.00321585173318274,0.00184162062615101,0.00040511018644066,0.219974831237278
"123","CON-2.I.1.G",0.000400663062707033,0.00321680570850109,0.00184162062615101,0.000400663062707033,0.217560043049919
"124","VAR-2.F.4",0.000400592381039739,0.0000633280596014872,0.00184162062615101,0.000400592381039739,0.217521662904578
"125","VAR-2.E.3",0.000383003619831732,0.00316765833071228,0.00184162062615101,0.000383003619831732,0.207970965568631
"126","CON-1.C.2",0.000372545447059359,0.00320748101468859,0.00184162062615101,0.000372545447059359,0.202292177753232
"127","MOD-3.B.15",0.000345729915949314,0.00315077126112821,0.00184162062615101,0.000345729915949314,0.187731344360477
"128","VAR-2.D.7.C",0.000328603437231965,0.0000793702102989026,0.00184162062615101,0.000328603437231965,0.178431666416957
"129","MOD-3.B.12",0.000304988424723438,0.0031351380811809,0.00184162062615101,0.000304988424723438,0.165608714624827
"130","MOD-1.C.3",0.000270056478818139,0.00315678076798536,0.00184162062615101,0.000270056478818139,0.146640667998249
"131","VAR-1.E.3",0.000214792343618414,0.0000697354701249414,0.00184162062615101,0.000214792343618414,0.116632242584799
"132","CON-1.D.3.E",0.000209357131869146,0.0000135003931025165,0.00184162062615101,0.000209357131869146,0.113680922604946
"133","VAR-2.D.7.E",0.000195594817316353,0.0000272028006618708,0.00184162062615101,0.000195594817316353,0.106207985802779
"134","VAR-1.E.12.E",0.000193975353605991,0.0000781068679846317,0.00184162062615101,0.000193975353605991,0.105328617008053
"135","VAR-2.E.2",0.0001907856712868,0.0000698474266439392,0.00184162062615101,0.0001907856712868,0.103596619508732
"136","VAR-2.D.7.A",0.000173139169017252,0.000027854085759598,0.00184162062615101,0.000173139169017252,0.094014568776368
"137","VAR-2.B.1",0.00012495004451477,0.0000810608443178413,0.00368324125230203,0.00012495004451477,0.0339239370857601
"138","MOD-3.A.1",0.000107910256056029,0.0000416974443191237,0.00552486187845304,0.000107910256056029,0.0195317563461413
"139","VAR-2.B.3",0.000092437303555374,0.0000249081065814955,0.00184162062615101,0.000092437303555374,0.0501934558305681
"140","MOD-2.F.2",0.0000456078866526173,0.0000119484546632063,0.00184162062615101,0.0000456078866526173,0.0247650824523712
